customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,InternetCharges,MonthlyCharges,TotalCharges,Churn,NumberServices,AverageMonthly,TenureSegment,ChargePerService
customer_3426,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,53.4,122.26,1711.64,No,3,122.26,client_adepte,30.565
customer_3427,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,34.7,1075.7,No,0,34.7,client_confirme,34.7
customer_3428,Female,1,No,Yes,67,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,1340.0,Yes,0,20.0,client_confirme,20.0
customer_3429,Male,0,Yes,No,17,No,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Two year,76.86,121.86,2071.62,No,2,121.86,client_adepte,40.62
customer_3430,Female,1,Yes,Yes,42,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,One year,69.39,152.33,6397.86,No,3,152.32999999999998,client_confirme,38.0825
customer_3431,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,31.92,1085.28,No,0,31.919999999999998,client_confirme,31.92
customer_3432,Female,1,No,No,57,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,1140.0,No,0,20.0,client_confirme,20.0
customer_3433,Male,1,Yes,Yes,32,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,One year,139.92,174.92,5597.44,No,1,174.92,client_confirme,87.46
customer_3434,Male,1,Yes,No,13,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,119.88,163.67,2127.71,No,1,163.67000000000002,client_adepte,81.835
customer_3435,Female,0,No,Yes,33,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,89.38,139.38,4599.54,No,3,139.38,client_confirme,34.845
customer_3436,Male,1,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,128.01,216.83,13009.8,No,4,216.82999999999998,client_confirme,43.366
customer_3437,Male,1,Yes,No,3,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,93.71,113.71,341.13,No,0,113.71,client_novice,113.71
customer_3438,Male,1,No,Yes,58,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,119.09,185.05,10732.9,No,2,185.04999999999998,client_confirme,61.68333333333334
customer_3439,Male,1,No,No,28,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,560.0,No,0,20.0,client_confirme,20.0
customer_3440,Female,1,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,48.54,242.7,Yes,0,48.54,client_novice,48.54
customer_3441,Male,0,Yes,Yes,48,No,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,118.7,148.7,7137.6,No,1,148.70000000000002,client_confirme,74.35
customer_3442,Male,1,Yes,No,39,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,81.04,121.78,4749.42,No,1,121.78,client_confirme,60.89
customer_3443,Male,0,Yes,Yes,64,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,1280.0,No,0,20.0,client_confirme,20.0
customer_3444,Female,0,No,Yes,68,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,112.07,167.07,11360.76,Yes,3,167.07,client_confirme,41.7675
customer_3445,Female,1,No,Yes,26,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,25.61,60.61,1575.86,Yes,1,60.61,client_confirme,30.305
customer_3446,Male,1,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,116.32,191.21,956.05,No,3,191.20999999999998,client_novice,47.8025
customer_3447,Male,1,No,No,12,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,116.87,171.87,2062.44,No,4,171.87,client_adepte,34.374
customer_3448,Male,0,Yes,Yes,63,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,59.33,133.7,8423.1,No,2,133.70000000000002,client_confirme,44.56666666666666
customer_3449,Female,1,Yes,Yes,61,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,26.65,80.92,4936.12,No,1,80.92,client_confirme,40.46
customer_3450,Male,0,Yes,Yes,18,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,360.0,No,0,20.0,client_adepte,20.0
customer_3451,Female,0,Yes,Yes,42,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,37.91,114.08,4791.36,No,4,114.08,client_confirme,22.816
customer_3452,Male,1,No,Yes,19,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,128.56,211.18,4012.42,Yes,4,211.18,client_adepte,42.236000000000004
customer_3453,Female,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,34.5,2311.5,No,0,34.5,client_confirme,34.5
customer_3454,Male,0,No,Yes,43,No,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,46.09,101.09,4346.87,No,3,101.09,client_confirme,25.2725
customer_3455,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,66.59,116.31,2558.82,No,2,116.31,client_adepte,38.77
customer_3456,Female,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,35.65,35.65,Yes,0,35.65,client_novice,35.65
customer_3457,Male,1,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,One year,36.85,116.33,2442.93,Yes,3,116.33,client_adepte,29.0825
customer_3458,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,77.71,143.3,8024.8,No,3,143.3,client_confirme,35.825
customer_3459,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,One year,114.42,171.17,12153.07,No,2,171.17,client_confirme,57.056666666666665
customer_3460,Male,0,No,Yes,6,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,129.89,174.89,1049.34,No,3,174.89,client_novice,43.7225
customer_3461,Male,1,Yes,No,55,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,94.44,157.41,8657.55,No,2,157.41,client_confirme,52.47
customer_3462,Female,0,Yes,Yes,66,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,136.05,156.05,10299.3,No,0,156.04999999999998,client_confirme,156.05
customer_3463,Female,0,Yes,Yes,15,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,32.81,492.15,Yes,0,32.809999999999995,client_adepte,32.81
customer_3464,Male,1,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,46.86,2343.0,Yes,0,46.86,client_confirme,46.86
customer_3465,Female,1,Yes,No,71,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,1420.0,No,0,20.0,client_confirme,20.0
customer_3466,Female,1,No,No,11,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Two year,113.89,191.44,2105.84,No,3,191.44000000000003,client_adepte,47.86
customer_3467,Male,1,No,No,52,No,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,55.59,105.59,5490.68,No,3,105.59,client_confirme,26.3975
customer_3468,Female,0,No,No,4,No,No,DSL,No,No,Yes,No internet service,No internet service,No internet service,Two year,38.76,68.76,275.04,No,1,68.76,client_novice,34.38
customer_3469,Female,1,No,Yes,26,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,63.98,131.32,3414.32,Yes,2,131.32,client_confirme,43.77333333333333
customer_3470,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,80.34,142.92,1572.12,Yes,2,142.92,client_adepte,47.63999999999999
customer_3471,Male,0,No,No,16,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,35.28,564.48,No,0,35.28,client_adepte,35.28
customer_3472,Female,1,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,20.51,82.77,413.85,Yes,2,82.77000000000001,client_novice,27.59
customer_3473,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,83.93,148.77,595.08,Yes,3,148.77,client_novice,37.1925
customer_3474,Male,0,No,Yes,56,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,24.54,59.54,3334.24,No,1,59.54,client_confirme,29.77
customer_3475,Male,1,Yes,Yes,27,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,124.97,190.67,5148.09,No,2,190.67000000000002,client_confirme,63.556666666666665
customer_3476,Female,1,No,No,68,No,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,133.74,168.74,11474.32,No,2,168.74,client_confirme,56.24666666666667
customer_3477,Male,1,Yes,Yes,58,No,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,20.33,65.33,3789.14,No,2,65.33,client_confirme,21.776666666666667
customer_3478,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,32.82,1050.24,No,0,32.82,client_confirme,32.82
customer_3479,Female,1,Yes,Yes,61,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,20.6,90.38,5513.18,No,3,90.38000000000001,client_confirme,22.595
customer_3480,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,42.75,2094.75,No,0,42.75,client_confirme,42.75
customer_3481,Female,0,Yes,Yes,18,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,One year,34.16,90.02,1620.36,No,2,90.02,client_adepte,30.006666666666664
customer_3482,Female,1,No,Yes,68,No,No phone service,DSL,No,Yes,No internet service,No,No,No,Two year,28.29,53.29,3623.72,No,1,53.29,client_confirme,26.645
customer_3483,Male,1,No,No,65,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,1300.0,No,0,20.0,client_confirme,20.0
customer_3484,Female,0,No,Yes,46,No,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,39.56,94.56,4349.76,No,3,94.56,client_confirme,23.64
customer_3485,Male,0,No,No,38,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,760.0,No,0,20.0,client_confirme,20.0
customer_3486,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,One year,122.41,185.1,12401.7,No,2,185.10000000000002,client_confirme,61.699999999999996
customer_3487,Male,1,Yes,No,32,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,One year,54.63,129.62,4147.84,No,3,129.62,client_confirme,32.405
customer_3488,Male,1,Yes,Yes,12,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,33.78,113.41,1360.92,No,3,113.41000000000001,client_adepte,28.3525
customer_3489,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,39.23,2079.19,No,0,39.230000000000004,client_confirme,39.23
customer_3490,Male,0,No,Yes,6,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,120.0,No,0,20.0,client_novice,20.0
customer_3491,Male,1,No,Yes,13,No,No,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,67.82,112.82,1466.66,No,2,112.82000000000001,client_adepte,37.60666666666666
customer_3492,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,30.38,546.84,No,0,30.380000000000003,client_adepte,30.38
customer_3493,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,37.32,1977.96,No,0,37.32,client_confirme,37.32
customer_3494,Male,1,No,No,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,47.8,908.2,No,0,47.800000000000004,client_adepte,47.8
customer_3495,Female,0,Yes,Yes,28,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,65.25,105.25,2947.0,Yes,2,105.25,client_confirme,35.083333333333336
customer_3496,Female,0,No,Yes,23,No,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,One year,23.42,68.42,1573.66,No,2,68.42,client_adepte,22.80666666666667
customer_3497,Male,0,Yes,No,62,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,1240.0,Yes,0,20.0,client_confirme,20.0
customer_3498,Male,1,Yes,Yes,56,No,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,75.81,105.81,5925.36,No,1,105.80999999999999,client_confirme,52.905
customer_3499,Male,0,Yes,No,7,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,23.01,85.97,601.79,No,1,85.97,client_adepte,42.985
customer_3500,Male,1,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,29.54,90.76,5536.36,No,2,90.75999999999999,client_confirme,30.253333333333334
customer_3501,Female,1,No,Yes,28,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,133.07,193.09,5406.52,No,2,193.09,client_confirme,64.36333333333333
customer_3502,Male,1,Yes,Yes,16,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,79.47,137.14,2194.24,No,2,137.14,client_adepte,45.71333333333333
customer_3503,Female,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,31.93,2075.45,No,0,31.929999999999996,client_confirme,31.93
customer_3504,Female,0,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,100.0,No,0,20.0,client_novice,20.0
customer_3505,Male,0,No,Yes,57,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,126.52,166.52,9491.64,No,2,166.51999999999998,client_confirme,55.50666666666667
customer_3506,Male,1,No,Yes,68,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,37.71,2564.28,Yes,0,37.71,client_confirme,37.71
customer_3507,Male,1,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,120.58,196.28,5299.56,No,4,196.28,client_confirme,39.256
customer_3508,Female,1,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,1220.0,No,0,20.0,client_confirme,20.0
customer_3509,Male,1,Yes,Yes,40,No,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,114.93,154.93,6197.2,No,2,154.93,client_confirme,51.64333333333334
customer_3510,Male,1,Yes,No,68,No,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,One year,111.55,141.55,9625.4,No,1,141.54999999999998,client_confirme,70.775
customer_3511,Male,0,No,No,40,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,800.0,No,0,20.0,client_confirme,20.0
customer_3512,Female,1,No,No,48,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,One year,100.41,125.41,6019.68,Yes,1,125.41000000000001,client_confirme,62.705
customer_3513,Male,1,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,30.75,1476.0,No,0,30.75,client_confirme,30.75
customer_3514,Female,1,Yes,Yes,70,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,One year,73.84,118.84,8318.8,No,3,118.83999999999999,client_confirme,29.71
customer_3515,Male,1,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,34.17,68.34,Yes,0,34.17,client_novice,34.17
customer_3516,Female,0,Yes,Yes,9,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Two year,131.35,166.35,1497.15,No,2,166.35000000000002,client_adepte,55.449999999999996
customer_3517,Female,1,No,Yes,34,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,127.84,192.89,6558.26,No,2,192.89000000000001,client_confirme,64.29666666666667
customer_3518,Male,0,Yes,Yes,1,No,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,34.36,69.36,69.36,Yes,1,69.36,client_novice,34.68
customer_3519,Female,1,No,No,23,No,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,104.42,149.42,3436.66,No,2,149.42,client_adepte,49.806666666666665
customer_3520,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,69.26,112.35,4156.95,No,1,112.35,client_confirme,56.175
customer_3521,Female,1,Yes,No,21,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,124.36,190.23,3994.83,No,3,190.23,client_adepte,47.5575
customer_3522,Female,1,Yes,Yes,25,No,Yes,DSL,No internet service,No,No internet service,No,No,No,One year,33.3,53.3,1332.5,No,0,53.3,client_confirme,53.3
customer_3523,Male,1,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,Yes,One year,52.51,124.67,5236.14,No,3,124.67,client_confirme,31.1675
customer_3524,Female,1,No,Yes,54,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,83.13,141.99,7667.46,No,2,141.99,client_confirme,47.330000000000005
customer_3525,Female,1,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,32.42,1231.96,No,0,32.42,client_confirme,32.42
customer_3526,Male,1,Yes,Yes,28,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,34.17,956.76,Yes,0,34.17,client_confirme,34.17
customer_3527,Female,1,Yes,Yes,19,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,44.43,92.82,1763.58,No,0,92.82,client_adepte,92.82
customer_3528,Female,1,No,No,40,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,54.54,103.38,4135.2,Yes,1,103.38,client_confirme,51.69
customer_3529,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,88.9,132.03,6997.59,No,0,132.03,client_confirme,132.03
customer_3530,Male,0,No,No,19,No,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Two year,122.36,152.36,2894.84,No,1,152.36,client_adepte,76.18
customer_3531,Male,0,No,No,18,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,56.09,86.09,1549.62,No,1,86.08999999999999,client_adepte,43.045
customer_3532,Male,1,No,No,65,No,Yes,DSL,No internet service,No,No,No,No,No internet service,Two year,40.84,60.84,3954.6,No,0,60.839999999999996,client_confirme,60.84
customer_3533,Female,0,No,No,29,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No,Two year,43.36,107.86,3127.94,No,2,107.86,client_confirme,35.95333333333333
customer_3534,Male,1,No,No,52,No,No,DSL,No,Yes,No,Yes,No,No,Two year,30.91,65.91,3427.32,No,2,65.91,client_confirme,21.97
customer_3535,Female,0,Yes,No,33,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,660.0,No,0,20.0,client_confirme,20.0
customer_3536,Female,0,No,No,21,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,37.95,122.58,2574.18,No,3,122.58,client_adepte,30.645
customer_3537,Male,0,No,No,66,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,39.21,87.02,5743.32,No,0,87.02,client_confirme,87.02
customer_3538,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,124.79,156.63,783.15,No,0,156.63,client_novice,156.63
customer_3539,Female,0,No,Yes,26,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,520.0,No,0,20.0,client_confirme,20.0
customer_3540,Female,0,No,Yes,9,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,One year,71.39,163.99,1475.91,No,5,163.99,client_adepte,27.331666666666667
customer_3541,Female,1,Yes,No,72,No,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,78.0,113.0,8136.0,No,1,113.0,client_confirme,56.5
customer_3542,Male,1,No,No,47,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,46.09,115.1,5409.7,No,2,115.1,client_confirme,38.36666666666667
customer_3543,Male,1,Yes,Yes,69,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,46.46,3205.74,No,0,46.459999999999994,client_confirme,46.46
customer_3544,Female,1,Yes,No,58,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,1160.0,No,0,20.0,client_confirme,20.0
customer_3545,Male,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,57.11,126.23,7321.34,No,3,126.23,client_confirme,31.5575
customer_3546,Female,0,No,No,1,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,20.0,No,0,20.0,client_novice,20.0
customer_3547,Male,0,Yes,Yes,28,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20.0,560.0,No,0,20.0,client_confirme,20.0
customer_3548,Male,0,No,No,67,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,130.74,170.74,11439.58,No,2,170.74,client_confirme,56.913333333333334
customer_3549,Male,1,No,Yes,64,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,55.51,99.12,6343.68,No,1,99.12,client_confirme,49.56
customer_3550,Male,0,No,No,25,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,124.02,169.02,4225.5,No,2,169.02,client_confirme,56.34
customer_3551,Female,1,No,Yes,9,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,73.83,108.83,979.47,No,2,108.83,client_adepte,36.276666666666664
customer_3552,Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,46.51,2418.52,No,0,46.51,client_confirme,46.51
customer_3553,Female,0,No,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,1160.0,No,0,20.0,client_confirme,20.0
customer_3554,Male,1,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,45.49,955.29,No,0,45.489999999999995,client_adepte,45.49
customer_3555,Female,0,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,1000.0,No,0,20.0,client_confirme,20.0
customer_3556,Male,1,No,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,112.95,172.95,8128.65,No,4,172.95,client_confirme,34.589999999999996
customer_3557,Male,1,No,Yes,20,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,81.83,136.83,2736.6,No,4,136.82999999999998,client_adepte,27.366000000000003
customer_3558,Female,1,Yes,Yes,21,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20.0,420.0,Yes,0,20.0,client_adepte,20.0
customer_3559,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,34.86,1010.94,No,0,34.86,client_confirme,34.86
customer_3560,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,45.27,1086.48,No,0,45.27,client_adepte,45.27
customer_3561,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,45.38,1225.26,No,0,45.38,client_confirme,45.38
customer_3562,Female,1,Yes,No,64,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,126.74,161.74,10351.36,No,1,161.74,client_confirme,80.87
customer_3563,Female,0,Yes,Yes,44,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20.0,880.0,No,0,20.0,client_confirme,20.0
customer_3564,Female,1,Yes,Yes,67,No,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,27.94,57.94,3881.98,No,1,57.94,client_confirme,28.97
customer_3565,Female,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,119.71,169.07,1014.42,No,1,169.07,client_novice,84.535
customer_3566,Male,1,Yes,No,48,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,One year,70.57,110.57,5307.36,No,2,110.57,client_confirme,36.85666666666666
customer_3567,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,133.57,193.17,1545.36,No,2,193.17,client_adepte,64.39
customer_3568,Male,0,Yes,No,35,No,No,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,39.35,84.35,2952.25,No,2,84.35,client_confirme,28.116666666666664
customer_3569,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,118.8,184.91,0.0,No,2,184.91,client_novice,61.63666666666666
customer_3570,Male,1,Yes,No,9,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,105.85,145.85,1312.65,Yes,2,145.85000000000002,client_adepte,48.61666666666667
customer_3571,Female,1,No,Yes,35,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,23.01,99.61,3486.35,No,4,99.61,client_confirme,19.922
customer_3572,Male,0,Yes,No,72,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Two year,55.05,118.96,8565.12,No,2,118.96000000000001,client_confirme,39.65333333333333
customer_3573,Male,1,Yes,No,45,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,31.93,1436.85,No,0,31.93,client_confirme,31.93
customer_3574,Male,0,No,No,31,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,94.4,154.4,4786.4,No,4,154.39999999999998,client_confirme,30.880000000000003
